signature,name,first_occurrence_page,first_occurrence_evidence,regex_patterns,replacement_rule,occurrences
employment_generation,Employment generation,36,"Key management priorities include local employment generation, business development opportunities, and infrastructure enhancement.","(employment\ generation)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (employment\ generation)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Employment generation' only; remove numeric values; optionally append <employment_generation>,1
economic_activity_stimulation,Economic activity stimulation,36,It is expected stimulation of higher levels of economic activity will assist primary sector workers.,"(economic\ activity\ stimulation)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (economic\ activity\ stimulation)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Economic activity stimulation' only; remove numeric values; optionally append <economic_activity_stimulation>,1
targeted_training_initiatives,Targeted training initiatives,36,"The Project early documents had ambitious aims to integrate unskilled and low-skilled workers from the subsistence economy into the formal sector, supported by targeted training and capacity building initiatives.","(targeted\ training\ initiatives)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (targeted\ training\ initiatives)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Targeted training initiatives' only; remove numeric values; optionally append <targeted_training_initiatives>,1
management_measures_focus,Management measures focus,36,"Management measures emphasize the need for balanced development, addressing both immediate project impacts and longer-term socioeconomic transformation.","(management\ measures\ focus)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (management\ measures\ focus)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Management measures focus' only; remove numeric values; optionally append <management_measures_focus>,1
grievance_resolution,Grievance resolution,36,"Grievances must be resolved quickly and equitably, even at the risk of delaying critical path items.","(grievance\ resolution)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (grievance\ resolution)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Grievance resolution' only; remove numeric values; optionally append <grievance_resolution>,1
cultural_dynamics_importance,Cultural dynamics importance,36,This is best dealt with by having long-established knowledge of the local cultural dynamics and structures of authority and influence.,"(cultural\ dynamics\ importance)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (cultural\ dynamics\ importance)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Cultural dynamics importance' only; remove numeric values; optionally append <cultural_dynamics_importance>,1
residual_impacts,Residual impacts,36,"The key residual impacts involve potential disruptions to local community livelihoods, including farming, herding, and fishing.","(residual\ impacts)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (residual\ impacts)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Residual impacts' only; remove numeric values; optionally append <residual_impacts>,1
cumulative_impacts_evaluation,Cumulative impacts evaluation,36,"The proposed development of the LNG facility and seaport markedly amplifies these concerns, necessitating a comprehensive evaluation of cumulative impacts.","(cumulative\ impacts\ evaluation)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (cumulative\ impacts\ evaluation)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Cumulative impacts evaluation' only; remove numeric values; optionally append <cumulative_impacts_evaluation>,1
project_impact_on_local_communities,Project impact on local communities,37,The refinery's isolated impact on the village center and southern Aubeon Mangrove Lagoon is significant yet manageable,"(project\ impact\ on\ local\ communities)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (project\ impact\ on\ local\ communities)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Project impact on local communities' only; remove numeric values; optionally append <project_impact_on_local_communities>,1
anticipated_ecological_changes,Anticipated ecological changes,37,The anticipated conversion of a lagoon segment into a harbor will result in substantial ecological changes,"(anticipated\ ecological\ changes)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (anticipated\ ecological\ changes)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Anticipated ecological changes' only; remove numeric values; optionally append <anticipated_ecological_changes>,1
construction_interdependency,Construction interdependency,37,"The simultaneous construction of the refinery, LNG plant, and port is essential, given their interdependency","(construction\ interdependency)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (construction\ interdependency)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Construction interdependency' only; remove numeric values; optionally append <construction_interdependency>,1
workforce_requirement,Workforce requirement,37,This requires a larger workforce and extended construction timeline,"(workforce\ requirement)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (workforce\ requirement)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Workforce requirement' only; remove numeric values; optionally append <workforce_requirement>,1
economic_opportunities_in_timor_leste,Economic opportunities in Timor-Leste,37,The project and broader South Coast development offer substantial opportunities for economic and social progress in Timor-Leste,"(economic\ opportunities\ in\ timor\-leste)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (economic\ opportunities\ in\ timor\-leste)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Economic opportunities in Timor-Leste' only; remove numeric values; optionally append <economic_opportunities_in_timor_leste>,1
gdp_impact,GDP impact,37,"aiming to boost national GDP, export earnings, and government revenues","(gdp\ impact)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (gdp\ impact)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'GDP impact' only; remove numeric values; optionally append <gdp_impact>,1
job_creation,Job creation,37,targeting macroeconomic growth alongside local community development through job creation,"(job\ creation)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (job\ creation)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Job creation' only; remove numeric values; optionally append <job_creation>,1
construction_phase_challenge,Construction phase challenge,37,The construction phase poses a significant disruptive challenge,"(construction\ phase\ challenge)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (construction\ phase\ challenge)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Construction phase challenge' only; remove numeric values; optionally append <construction_phase_challenge>,1
lifecycle_cost_reduction_strategy,Lifecycle cost reduction strategy,37,converting temporary structures for community use can lower overall lifecycle costs,"(lifecycle\ cost\ reduction\ strategy)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (lifecycle\ cost\ reduction\ strategy)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Lifecycle cost reduction strategy' only; remove numeric values; optionally append <lifecycle_cost_reduction_strategy>,1
project_alternatives_considered,Project alternatives considered,38,"Project alternatives considered in this Chapter are no action option, technology alternatives, and siting alternatives.","(project\ alternatives\ considered)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (project\ alternatives\ considered)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Project alternatives considered' only; remove numeric values; optionally append <project_alternatives_considered>,1
distance_between_key_locations,Distance between key locations,38,"The site selection process historically concentrated on two key locations along TimorLeste's southern coast: the Natarbora and Beaço sites, approximately 60 kilometers apart.","(distance\ between\ key\ locations)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (distance\ between\ key\ locations)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Distance between key locations' only; remove numeric values; optionally append <distance_between_key_locations>,1
environmental_feasibility_of_the_project,Environmental feasibility of the project,38,"The preliminary assessment indicates that the project is environmentally feasible, contingent upon the implementation of recommended management and mitigation strategies.","(environmental\ feasibility\ of\ the\ project)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (environmental\ feasibility\ of\ the\ project)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Environmental feasibility of the project' only; remove numeric values; optionally append <environmental_feasibility_of_the_project>,1
importance_of_further_environmental_studies,Importance of further environmental studies,38,"Achieving success will depend significantly on the outcomes of further environmental studies, as outlined in the following recommendations.","(importance\ of\ further\ environmental\ studies)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (importance\ of\ further\ environmental\ studies)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Importance of further environmental studies' only; remove numeric values; optionally append <importance_of_further_environmental_studies>,1
baseline_surveys_requirement,Baseline Surveys Requirement,39,Extensive biological surveys are necessary to more accurately understand the presence and distribution of sensitive wildlife within the project area.,"(baseline\ surveys\ requirement)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (baseline\ surveys\ requirement)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Baseline Surveys Requirement' only; remove numeric values; optionally append <baseline_surveys_requirement>,1
critical_habitat_determination,Critical Habitat Determination,39,Additional efforts are required to ascertain the presence of critical habitats and defining their characteristics.,"(critical\ habitat\ determination)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (critical\ habitat\ determination)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Critical Habitat Determination' only; remove numeric values; optionally append <critical_habitat_determination>,1
intensive_field_research_requirement,Intensive Field Research Requirement,39,"Intensive field research is required to assess endangered, threatened, exploited, and economically significant terrestrial and aquatic species both in the region and at the project site.","(intensive\ field\ research\ requirement)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (intensive\ field\ research\ requirement)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Intensive Field Research Requirement' only; remove numeric values; optionally append <intensive_field_research_requirement>,1
community_concern_on_species,Community Concern on Species,39,Local villagers have expressed concern about the attention given to certain species that have become primary sources of supplemental income through hunting and the live-capture trade.,"(community\ concern\ on\ species)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (community\ concern\ on\ species)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Community Concern on Species' only; remove numeric values; optionally append <community_concern_on_species>,1
economic_contribution_of_species,Economic Contribution of Species,39,...which significantly contributes to essential expenses like paying school fees.,"(economic\ contribution\ of\ species)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (economic\ contribution\ of\ species)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Economic Contribution of Species' only; remove numeric values; optionally append <economic_contribution_of_species>,1
biodiversity_action_plan_requirement,Biodiversity Action Plan Requirement,39,Development must be accompanied by a comprehensive Biodiversity Action/Management Plan to ensure proactive management and protection of local ecosystems.,"(biodiversity\ action\ plan\ requirement)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (biodiversity\ action\ plan\ requirement)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Biodiversity Action Plan Requirement' only; remove numeric values; optionally append <biodiversity_action_plan_requirement>,1
biodiversity_offsets_recommendation,Biodiversity Offsets Recommendation,39,It is advisable to identify and implement biodiversity offsets.,"(biodiversity\ offsets\ recommendation)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (biodiversity\ offsets\ recommendation)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Biodiversity Offsets Recommendation' only; remove numeric values; optionally append <biodiversity_offsets_recommendation>,1
stakeholder_engagement_importance,Stakeholder Engagement Importance,39,"Further community consultation is essential to address a broad range of concerns spanning environmental, gender, socioeconomic, and cultural issues.","(stakeholder\ engagement\ importance)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (stakeholder\ engagement\ importance)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Stakeholder Engagement Importance' only; remove numeric values; optionally append <stakeholder_engagement_importance>,1
community_awareness_of_job_opportunities,Community Awareness of Job Opportunities,39,"They are acutely aware of the potential for most project jobs to be filled by individuals from outside the district, or even by foreigners.","(community\ awareness\ of\ job\ opportunities)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (community\ awareness\ of\ job\ opportunities)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Community Awareness of Job Opportunities' only; remove numeric values; optionally append <community_awareness_of_job_opportunities>,1
gap_in_community_understanding,Gap in Community Understanding,39,"Additionally, there is a significant gap in the community's understanding of the environmental impacts.","(gap\ in\ community\ understanding)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (gap\ in\ community\ understanding)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Gap in Community Understanding' only; remove numeric values; optionally append <gap_in_community_understanding>,1
frequency_of_community_consultations,Frequency of Community Consultations,39,"To date, community consultation efforts have been infrequent and limited.","(frequency\ of\ community\ consultations)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (frequency\ of\ community\ consultations)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Frequency of Community Consultations' only; remove numeric values; optionally append <frequency_of_community_consultations>,1
project_information_dissemination,Project Information Dissemination,39,...with project information largely disseminated among elites in Dili.,"(project\ information\ dissemination)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (project\ information\ dissemination)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Project Information Dissemination' only; remove numeric values; optionally append <project_information_dissemination>,1
future_consultation_priorities,Future Consultation Priorities,39,Future consultations should prioritize capturing the genuine attitudes and opinions of local residents.,"(future\ consultation\ priorities)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (future\ consultation\ priorities)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Future Consultation Priorities' only; remove numeric values; optionally append <future_consultation_priorities>,1
distance_to_church,Distance to Church,40,Church 3 to 4 kilometers from Aubeon settlement,"(distance\ to\ church)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (distance\ to\ church)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Distance to Church' only; remove numeric values; optionally append <distance_to_church>,1
distance_to_clinic,Distance to Clinic,40,Clinic about 3 kilometers from Aubeon settlement,"(distance\ to\ clinic)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (distance\ to\ clinic)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Distance to Clinic' only; remove numeric values; optionally append <distance_to_clinic>,1
types_of_vegetables,Types of Vegetables,40,"Vegetables --corn, red beans, green beans, peanuts, long beans, potatoes, mustard greens, carrots, cassava leaves, pumpkin.","(types\ of\ vegetables)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (types\ of\ vegetables)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Types of Vegetables' only; remove numeric values; optionally append <types_of_vegetables>,1
types_of_fruits,Types of Fruits,40,"Fruits --banana, coconut, mango, pineapple, orange, jackfruit and papaya.","(types\ of\ fruits)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (types\ of\ fruits)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Types of Fruits' only; remove numeric values; optionally append <types_of_fruits>,1
development_programs,Development Programs,40,Teak planting and mangrove protection programs,"(development\ programs)\s*(?:of|:|=)?\s*\d[\d\.,]*\s*(?:[a-zµ/]+)? | (development\ programs)\s*\(\s*\d[\d\.,]*\s*(?:[a-zµ/]+)?\s*\)",Keep 'Development Programs' only; remove numeric values; optionally append <development_programs>,1
